Año,Trimestre,Provincia,Accesos telefonía fija por cada 100 hab,Accesos telefonía fija por cada 100 hogares,Accesos telefonía fija (total),Accesos telefonía fija (hogares),Accesos telefonía fija (comercial),Accesos telefonía fija (gobierno),Accesos telefonía fija (otros),Accesos TV por suscripción por cada 100 hab,Accesos TV por suscripción por cada 100 hogares,Accesos TV por suscripción
2019,4,Catamarca,7.53,29.59,31113,27826,248,138,669,993,3903,41031
2019,4,Chaco,7.26,27.16,86928,77742,693,387,1869,955,3571,114313
2019,4,Chubut,13.34,43.53,81784,73142,652,364,1758,114,3720,69894
2019,4,Córdoba,15.96,52.13,604424,540558,48184,269,12992,2979,9730,1113585
2019,4,Corrientes,8.07,30.64,89969,80463,7172,400,1934,984,3738,109763
2019,4,Entre Ríos,13.89,46.46,191513,171277,15267,852,4117,1599,5348,220415
2019,4,Formosa,5.86,23.04,35319,31587,2816,157,759,982,3859,59153
2019,4,Jujuy,6.46,25.25,4946,44234,3943,220,1063,1242,4855,95103
2019,4,La Pampa,20,60.7,71332,63795,5687,317,1533,2272,6897,81047
2019,4,La Rioja,7.26,27.27,28349,25354,226,126,609,486,1826,18979
2019,4,Mendoza,11.05,39.6,218661,195556,17432,973,47,517,1854,102375
2019,4,Misiones,7.48,27.47,93753,83847,7474,417,2015,1153,4232,144435
2019,4,Neuquén,11.98,40.25,78963,7062,6295,351,1697,1165,3915,76801
2019,4,Río Negro,12.28,39.92,91113,81486,7263,405,1959,149,4846,110594
2019,4,Salta,7.84,32.38,110873,99158,8839,493,2383,1338,5523,189127
2019,4,San Juan,10.37,40.72,80524,72016,6419,358,1731,38,1493,2952
2019,4,San Luis,7.49,26.17,37794,33801,3013,168,812,96,3353,48422
2019,4,Santa Cruz,8.44,28.36,30409,27196,2424,135,654,1331,4472,47954
2019,4,Santa Fe,18.25,58.05,64306,575111,51264,2862,13823,1869,5945,65815
2019,4,Santiago del Estero,7.03,28.34,68405,61178,5453,304,147,924,3724,89885
2019,4,Tierra del Fuego,14.2,47.91,24283,21717,1936,108,522,2432,8203,41577
2019,4,Tucumán,11.13,44.95,187391,16759,14939,834,4028,674,2721,113416
2020,1,Buenos Aires,18.65,56.57,3261264,2925747,261533,14423,59561,169,5127,2955174
2020,1,Capital Federal,47.36,114.02,1456196,1306383,116778,644,26595,2412,5806,741539
2020,1,Catamarca,7.18,28.23,29743,26683,2385,132,543,95,3733,39338
2020,1,Chaco,7,26.19,84041,75394,674,372,1535,954,3570,114564
2020,1,Chubut,12.78,41.7,78692,70596,6311,348,1437,1095,3573,67422
2020,1,Córdoba,15.32,50.03,574075,515015,46037,2539,10484,2836,9263,1062830
2020,1,Corrientes,7.84,29.78,87649,78631,7029,388,1601,985,3741,1101
2020,1,Entre Ríos,13.52,45.22,186835,167614,14983,826,3412,1596,5338,220527
2020,1,Formosa,5.73,22.5,34562,31006,2772,153,631,982,3856,59239
2020,1,Jujuy,6.25,24.43,47985,43049,3848,212,876,1271,4972,9765
2020,1,La Pampa,19.79,60.06,70733,63456,5672,313,1292,2235,6785,79897
2020,1,La Rioja,6.91,25.96,27079,24292,2172,120,495,481,1808,18853
2020,1,Mendoza,10.62,38.07,210725,189045,16899,932,3849,52,1863,103132
2020,1,Misiones,7.23,26.54,90832,81487,7284,402,1659,1141,4188,143352
2020,1,Neuquén,11.72,39.37,77487,69515,6214,343,1415,1185,3980,78339
2020,1,Río Negro,11.86,38.55,8826,7918,7078,390,1612,1475,4797,109833
2020,1,Salta,7.58,31.29,107506,96447,8621,475,1963,1319,5445,187051
2020,1,San Juan,10.08,39.59,78502,70426,6295,347,1434,389,1528,30303
2020,1,San Luis,7.18,25.08,36334,32595,2914,161,664,941,3290,47659
2020,1,Santa Cruz,8.1,27.21,2936,2634,2354,130,536,1194,4014,43321
2020,1,Santa Fe,17.71,56.31,624563,560308,50086,2762,11407,1902,6049,670943
2020,1,Santiago del Estero,6.9,27.79,67237,6032,5392,297,1228,912,3676,88946
2020,1,Tierra del Fuego,13.69,46.18,2355,21127,1889,104,430,2412,8136,41493
2020,1,Tucumán,10.81,43.63,182424,163656,14629,807,3332,654,2640,110406
2020,2,Buenos Aires,14.19,42.94,3232457,2906464,254292,14992,56709,1663,5034,2915498
2020,2,Capital Federal,30.89,74.44,1423882,1280284,112014,6604,2498,24,5785,738178
2020,2,Catamarca,8.2,32.25,33525,30145,2637,155,588,969,3808,40214
2020,2,Chaco,6.96,26.03,81113,72933,6381,376,1423,977,3656,117601
2020,2,Chubut,12.41,40.5,73019,65655,5744,339,1281,1037,3384,64113
2020,2,Córdoba,14.83,48.44,535102,481136,42096,2482,9388,2923,9546,1098162
2020,2,Corrientes,7.79,29.57,85319,76714,6712,396,1497,996,3781,111516
2020,2,Entre Ríos,13.24,44.28,178988,160937,14081,830,314,1578,5278,218562
2020,2,Formosa,5.81,22.84,34057,30623,2679,158,597,98,3852,5929
2020,2,Jujuy,7.22,28.24,45686,41079,3594,212,801,1269,4964,97761
2020,2,La Pampa,19.71,59.83,70628,63505,5556,328,1239,2258,6853,80878
2020,2,La Rioja,7.51,28.2,29306,26351,2305,136,514,491,1844,19297
2020,2,Mendoza,10.25,36.73,196388,176583,15449,911,3445,516,1850,102654
2020,2,Misiones,7.01,25.73,85762,77112,6747,398,1505,1128,4142,142174
2020,2,Neuquén,11.47,38.52,74546,67028,5864,346,1308,1197,4023,79434
2020,2,Río Negro,11.8,38.37,84513,7599,6648,392,1483,1494,4858,111595
2020,2,Salta,7.38,30.49,10161,91363,7993,471,1783,1424,5879,202609
2020,2,San Juan,9.89,38.82,74837,6729,5887,347,1313,424,1666,33129
2020,2,San Luis,6.96,24.34,34431,30958,2709,160,604,904,3159,45905
2020,2,Santa Cruz,7.72,25.93,27239,24492,2143,126,478,1198,4026,43719
2020,2,Santa Fe,17.33,55.1,592374,532634,46601,2747,10392,1903,6053,672663
2020,2,Santiago del Estero,6.84,27.57,66338,59647,5219,308,1164,922,3714,90102
2020,2,Tierra del Fuego,13.19,44.5,21573,19398,1697,100,378,2422,8169,4192
2020,2,Tucumán,10.8,43.6,181343,163055,14266,841,3181,574,2317,97161
2020,3,Buenos Aires,18.4,55.56,3233324,2919939,236054,15784,61547,168,5073,2952288
2020,3,Capital Federal,46.58,112.41,1433000,1294110,104618,6995,27277,241,5816,741443
2020,3,Catamarca,8.08,31.75,33596,30339,2453,164,640,98,3854,40786
2020,3,Chaco,6.84,25.6,82542,74542,6026,403,1571,994,3719,119932
2020,3,Chubut,11.75,38.34,7295,65879,5326,356,1389,1061,3461,65855
2020,3,Córdoba,14.59,47.64,549383,496134,40109,2682,10458,2904,9486,1093908
2020,3,Corrientes,7.69,29.22,86349,77979,6304,422,1644,1016,3859,114038
2020,3,Entre Ríos,13.06,43.69,181304,163732,13236,885,3451,1694,5666,23514
2020,3,Formosa,5.75,22.6,34864,31485,2545,170,664,993,3901,60169
2020,3,Jujuy,6,23.46,46331,41841,3382,226,882,1415,5533,109266
2020,3,La Pampa,19.65,59.65,70536,63699,515,344,1343,2208,6701,79243
2020,3,La Rioja,7.46,28.01,29404,26553,2147,144,560,499,1874,19678
2020,3,Mendoza,9.85,35.3,196383,177349,14337,959,3738,527,1887,104996
2020,3,Misiones,7.03,25.83,88884,80269,6489,434,1692,1092,4008,137953
2020,3,Neuquén,11.19,37.6,74481,67261,5438,364,1418,1205,4047,80161
2020,3,Río Negro,11.38,36.99,85239,76977,6223,416,1623,1501,4881,112475
2020,3,Salta,7.23,29.84,103159,9316,7531,504,1964,1428,5897,203833
2020,3,San Juan,9.56,37.54,74844,6759,5464,365,1425,43,1689,33664
2020,3,San Luis,6.76,23.62,34436,31098,2514,168,656,899,3141,45793
2020,3,Santa Cruz,7.43,24.97,27279,24635,1992,133,519,1214,4080,44577
2020,3,Santa Fe,17.63,56.08,624379,563862,45584,3048,11885,1949,6198,690129
2020,3,Santiago del Estero,6.77,27.28,66338,59908,4843,324,1263,935,3766,91593
2020,3,Tierra del Fuego,12.39,41.79,21573,19482,1575,105,411,2435,8213,42403
2020,3,Tucumán,10.72,43.26,181967,16433,13285,888,3464,648,2618,11011
2020,4,Buenos Aires,18.35,55.28,3232457,2906464,254292,14992,56709,1688,5085,2973620
2020,4,Capital Federal,46.28,111.79,1423882,1280284,112014,6604,2498,2462,5948,757638
2020,4,Catamarca,8.04,31.61,33525,30145,2637,155,588,101,3970,42098
2020,4,Chaco,6.71,25.09,81113,72933,6381,376,1423,976,3651,118021
2020,4,Chubut,11.72,38.22,73019,65655,5744,339,1281,1175,3834,73236
2020,4,Córdoba,14.17,46.28,535102,481136,42096,2482,9388,2842,9281,1073026
2020,4,Corrientes,7.59,28.81,85319,76714,6712,396,1497,994,3777,111852
2020,4,Entre Ríos,12.87,43.03,178988,160937,14081,830,314,1555,5201,216322
2020,4,Formosa,5.61,22.04,34057,30623,2679,158,597,981,3856,59584
2020,4,Jujuy,5.9,23.07,45686,41079,3594,212,801,1417,5540,109703
2020,4,La Pampa,19.64,59.6,70628,63505,5556,328,1239,2211,6711,79521
2020,4,La Rioja,7.41,27.82,29306,26351,2305,136,514,599,2250,23695
2020,4,Mendoza,9.83,35.21,196388,176583,15449,911,3445,533,1909,106491
2020,4,Misiones,6.77,24.85,85762,77112,6747,398,1505,1093,4012,138446
2020,4,Neuquén,11.17,37.52,74546,67028,5864,346,1308,1191,4000,79485
2020,4,Río Negro,11.25,36.56,84513,7599,6648,392,1483,1484,4823,111495
2020,4,Salta,7.1,29.3,10161,91363,7993,471,1783,1424,5878,203833
2020,4,San Juan,9.54,37.44,74837,6729,5887,347,1313,43,1689,33755
2020,4,San Luis,6.74,23.55,34431,30958,2709,160,604,896,3132,45791
2020,4,Santa Cruz,7.37,24.78,27239,24492,2143,126,478,12,4033,4434
2020,4,Santa Fe,16.7,53.1,592374,532634,46601,2747,10392,193,6138,684675
2020,4,Santiago del Estero,6.75,27.21,66338,59647,5219,308,1164,94,3787,92329
2020,4,Tierra del Fuego,12.31,41.53,21573,19398,1697,100,378,2422,8171,42442
2020,4,Tucumán,10.65,42.99,181343,163055,14266,841,3181,652,2634,11111
2021,1,Buenos Aires,18.32,55.58,3203761,2874157,247958,15146,665,1657,4978,2924732
2021,1,Capital Federal,45.39,109.28,1395627,1252044,108016,6598,28969,2407,5822,740825
2021,1,Catamarca,6.42,25.24,26597,2386,2059,126,552,1023,4024,42761
2021,1,Chaco,6.32,23.63,75834,68032,5869,359,1574,976,3652,118321
2021,1,Chubut,11.87,38.72,73068,65551,5655,345,1517,1169,3813,73129
2021,1,Córdoba,13.98,45.65,523748,469865,40536,2476,10871,2867,9365,1085427
2021,1,Corrientes,7.06,26.79,7885,70737,6103,373,1637,1003,3810,113093
2021,1,Entre Ríos,12.19,40.77,168446,151117,13037,796,3496,1589,5316,221612
2021,1,Formosa,5.18,20.35,31265,28048,242,148,649,994,3906,60478
2021,1,Jujuy,5.59,21.87,42953,38534,3324,203,892,1376,5382,106851
2021,1,La Pampa,19.91,60.42,71152,63832,5507,336,1477,2222,6745,80094
2021,1,La Rioja,6.19,23.25,24254,21759,1877,115,503,496,1862,19675
2021,1,Mendoza,9.9,35.47,196315,176118,15194,928,4075,53,1899,106177
2021,1,Misiones,6.53,23.98,82076,73632,6352,388,1704,1087,3992,138117
2021,1,Neuquén,11.25,37.8,74404,66749,5759,352,1544,117,3929,7832
2021,1,Río Negro,11.1,36.1,82669,74164,6398,391,1716,1468,4774,110693
2021,1,Salta,6.78,28.01,96214,86315,7447,455,1997,142,5863,203905
2021,1,San Juan,9.61,37.74,74837,67138,5792,354,1553,431,1693,33922
2021,1,San Luis,6.8,23.77,34431,30888,2665,163,715,889,3108,45583
2021,1,Santa Cruz,7.43,24.95,2693,2416,2084,127,559,119,4000,44241
2021,1,Santa Fe,16.16,51.4,570118,511464,44125,2695,11834,1933,6146,686902
2021,1,Santiago del Estero,6.38,25.69,62157,55762,4811,294,129,162,6527,15955
2021,1,Tierra del Fuego,12.54,42.3,21573,19353,167,102,448,2385,8043,42034
2021,1,Tucumán,9.67,39.03,163185,146397,1263,771,3387,647,2612,110506
2021,2,Buenos Aires,13.65,41.31,3313370,3012453,234051,14886,5198,1658,4970,2933650
2021,2,Capital Federal,27.67,66.68,1439097,1308400,101656,6465,22576,2409,5832,741498
2021,2,Catamarca,6.44,25.34,29635,26944,2093,133,465,1023,4020,42816
2021,2,Chaco,6.3,23.56,90829,8258,6416,408,1425,965,3610,117259
2021,2,Chubut,11.82,38.57,68209,62015,4818,306,107,1176,3837,73909
2021,2,Córdoba,13.31,43.49,583715,530703,41233,2622,9157,2827,9234,1072980
2021,2,Corrientes,7.19,27.3,97971,89073,6921,440,1537,997,3788,112659
2021,2,Entre Ríos,12.17,40.7,207536,188688,1466,932,3256,1593,5329,222673
2021,2,Formosa,5.31,20.86,36411,33104,2572,164,571,994,3907,60625
2021,2,Jujuy,4.77,18.67,44258,40239,3126,199,694,1367,5347,10645
2021,2,La Pampa,19.91,60.42,71751,65235,5068,322,1126,2207,6700,79718
2021,2,La Rioja,5.69,21.37,26765,24334,1891,120,420,509,1913,20282
2021,2,Mendoza,9.86,35.33,204522,185947,14447,919,3209,541,1939,108664
2021,2,Misiones,6.45,23.67,98622,89666,6966,443,1547,1101,4043,140283
2021,2,Neuquén,11.2,37.63,72616,66022,5129,326,1139,1163,3907,78122
2021,2,Río Negro,11.26,36.6,86287,7845,6095,388,1354,1468,4774,111055
2021,2,Salta,6.76,27.92,120291,109367,8497,540,1887,1357,5603,195472
2021,2,San Juan,9.59,37.64,66631,6058,4707,299,1045,428,1679,33726
2021,2,San Luis,6.78,23.69,3302,30022,2332,148,518,889,3105,45688
2021,2,Santa Cruz,7.39,24.84,2774,2522,196,125,435,1132,3806,42352
2021,2,Santa Fe,15.71,49.96,655796,596238,46324,2946,10288,1895,6028,674967
2021,2,Santiago del Estero,6.02,24.26,66649,60596,4708,299,1046,164,6608,161926
2021,2,Tierra del Fuego,12.46,42.04,18937,17217,1338,85,297,2377,8018,42158
2021,2,Tucumán,8.27,33.37,165702,150653,11705,744,26,666,2690,114139
2021,3,Buenos Aires,18.01,54.38,3164518,2852029,242423,15465,54601,1678,5019,2976570
2021,3,Capital Federal,44.45,107.27,1367485,1232448,104759,6683,23595,2421,5869,745558
2021,3,Catamarca,5.93,23.32,24683,22245,1891,121,426,1038,4080,43542
2021,3,Chaco,6.11,22.88,7377,66485,5651,361,1273,949,3549,115548
2021,3,Chubut,11.77,38.41,73086,65869,5599,357,1261,1184,3864,74721
2021,3,Córdoba,12.85,41.97,484017,436222,37079,2365,8351,2906,9491,1105454
2021,3,Corrientes,6.95,26.41,78053,70346,5979,381,1347,1022,3882,1157
2021,3,Entre Ríos,11.82,39.52,164023,147826,12565,802,283,1742,5825,243917
2021,3,Formosa,5.03,19.76,30471,27462,2334,149,526,1083,4257,66173
2021,3,Jujuy,4.55,17.8,3516,31688,2693,172,607,1382,5405,107881
2021,3,La Pampa,19.98,60.65,71728,64644,5495,351,1238,224,6798,81056
2021,3,La Rioja,5.48,20.59,21614,19479,1656,106,373,519,1949,20724
2021,3,Mendoza,9.83,35.23,196028,176671,15017,958,3382,558,2000,112397
2021,3,Misiones,6.24,22.92,78868,7108,6042,385,1361,11,4038,140488
2021,3,Neuquén,11.15,37.46,74203,66876,5684,363,128,1156,3884,77903
2021,3,Río Negro,11.18,36.33,83724,75456,6414,409,1445,1479,4808,11218
2021,3,Salta,6.57,27.14,93818,84554,7187,458,1619,1683,6951,243234
2021,3,San Juan,9.56,37.54,74837,67447,5733,366,1291,43,1688,34008
2021,3,San Luis,6.76,23.62,34431,31031,2638,168,594,899,3141,46357
2021,3,Santa Cruz,7.34,24.68,26961,24299,2065,132,465,1123,3774,42248
2021,3,Santa Fe,15.25,48.48,539814,486509,41353,2638,9314,2312,7352,824741
2021,3,Santiago del Estero,5.85,23.59,57376,51711,4395,280,990,1926,7762,190674
2021,3,Tierra del Fuego,12.39,41.79,21573,19443,1653,105,372,2379,8026,42452
2021,3,Tucumán,7.84,31.64,133062,119923,10193,650,2296,66,2664,113366
2021,4,Buenos Aires,18.81,56.67,3313370,3012453,234051,14886,5198,1689,5038,3002329
2021,4,Capital Federal,46.77,112.99,1439097,1308400,101656,6465,22576,2422,5879,746094
2021,4,Catamarca,7.11,27.94,29635,26944,2093,133,465,1068,4201,44924
2021,4,Chaco,7.51,28.1,90829,8258,6416,408,1425,961,3597,117381
2021,4,Chubut,10.94,35.71,68209,62015,4818,306,107,121,3948,7664
2021,4,Córdoba,15.46,50.49,583715,530703,41233,2622,9157,2933,9580,1118579
2021,4,Corrientes,8.71,33.08,97971,89073,6921,440,1537,1027,3901,116488
2021,4,Entre Ríos,14.92,49.89,207536,188688,1466,932,3256,1634,5464,229305
2021,4,Formosa,6,23.56,36411,33104,2572,164,571,1101,4327,67396
2021,4,Jujuy,5.72,22.35,44258,40239,3126,199,694,1384,5413,108333
2021,4,La Pampa,19.95,60.55,71751,65235,5068,322,1126,2272,6895,82376
2021,4,La Rioja,6.76,25.41,26765,24334,1891,120,420,639,2401,25613
2021,4,Mendoza,10.23,36.67,204522,185947,14447,919,3209,573,2053,115618
2021,4,Misiones,7.78,28.58,98622,89666,6966,443,1547,109,4003,139606
2021,4,Neuquén,10.88,36.55,72616,66022,5129,326,1139,1135,3812,76685
2021,4,Río Negro,11.48,37.33,86287,7845,6095,388,1354,1462,4753,111231
2021,4,Salta,8.4,34.69,120291,109367,8497,540,1887,1424,5879,206327
2021,4,San Juan,8.49,33.34,66631,6058,4707,299,1045,422,1659,33497
2021,4,San Luis,6.46,22.58,3302,30022,2332,148,518,898,3137,46426
2021,4,Santa Cruz,7.51,25.23,2774,2522,196,125,435,1102,3705,41732
2021,4,Santa Fe,18.49,58.79,655796,596238,46324,2946,10288,2089,6645,746848
2021,4,Santiago del Estero,6.78,27.34,66649,60596,4708,299,1046,1923,7749,190841
2021,4,Tierra del Fuego,10.81,36.46,18937,17217,1338,85,297,2365,7976,42441
2021,4,Tucumán,9.73,39.28,165702,150653,11705,744,26,639,2579,110048
2022,1,Buenos Aires,19.08,57.86,3335626,3039502,230537,14834,50753,167,4970,2975672
2022,1,Capital Federal,49.05,118.08,1508031,1374155,104225,6706,22945,2419,5878,745263
2022,1,Catamarca,7.28,28.63,30167,27489,2085,134,459,1118,4397,47123
2022,1,Chaco,7.07,26.44,84847,77315,5864,377,1291,978,3661,119743
2022,1,Chubut,11.79,38.48,72602,66156,5018,323,1105,1222,3988,77728
2022,1,Córdoba,15.47,50.52,579645,528186,40061,2578,882,2941,9605,1124246
2022,1,Corrientes,7.96,30.23,88953,81056,6148,396,1353,1154,4383,131173
2022,1,Entre Ríos,13.73,45.91,189649,172813,13107,843,2886,1629,5448,22914
2022,1,Formosa,5.6,22.02,33824,30821,2338,150,515,1097,4310,67264
2022,1,Jujuy,6.34,24.8,48709,44385,3366,217,741,1401,5478,109925
2022,1,La Pampa,20.23,61.4,72305,65886,4997,322,11,2165,6570,78656
2022,1,La Rioja,7.02,26.37,27504,25063,1901,122,418,591,2219,23751
2022,1,Mendoza,9.89,35.44,196157,178743,13557,872,2985,596,2137,120661
2022,1,Misiones,7.27,26.68,91333,83225,6312,406,139,1088,3996,139738
2022,1,Neuquén,11.21,37.66,74114,67534,5122,330,1128,1121,3767,76008
2022,1,Río Negro,11.16,36.28,83067,75693,5741,369,1264,1413,4594,107854
2022,1,Salta,7.69,31.76,109105,99419,7541,485,166,1486,6135,21598
2022,1,San Juan,9.61,37.71,74775,68136,5168,333,1138,434,1702,34474
2022,1,San Luis,6.8,23.74,34398,31345,2377,153,523,896,3132,46491
2022,1,Santa Cruz,7.43,24.98,26956,24563,1863,120,410,1098,3690,41803
2022,1,Santa Fe,17.83,56.71,628962,573125,4347,2797,957,2078,6610,744319
2022,1,Santiago del Estero,6.93,27.91,67522,61528,4667,300,1027,1463,5896,145552
2022,1,Tierra del Fuego,12.54,42.3,21573,19658,1491,96,328,2368,7988,42756
2022,1,Tucumán,10.96,44.25,185032,168606,12788,823,2815,692,2793,119507
2022,2,Buenos Aires,14.87,44.99,3304641,3026513,219966,13953,44209,1676,4977,2994210
2022,2,Capital Federal,36.37,87.66,1445177,1323547,96195,6102,19333,2418,5882,745194
2022,2,Catamarca,6.54,25.72,22645,20739,1507,96,303,1235,4855,52137
2022,2,Chaco,5.67,21.21,56267,51531,3745,238,753,995,3724,122109
2022,2,Chubut,11.83,38.6,68209,62469,454,288,912,1239,4043,79115
2022,2,Córdoba,13,42.45,397168,363741,26437,1677,5313,2977,9725,1141123
2022,2,Corrientes,8.12,30.82,70942,64971,4722,300,949,1163,4416,132406
2022,2,Entre Ríos,11.69,39.1,130737,119734,8702,552,1749,1632,5459,230101
2022,2,Formosa,5.8,22.8,28733,26315,1913,121,384,1096,4307,67339
2022,2,Jujuy,4.89,19.11,3025,27703,2014,128,405,1428,5586,112372
2022,2,La Pampa,20.31,61.63,71751,65712,4776,303,960,2141,6498,77942
2022,2,La Rioja,6.72,25.23,20566,18835,1369,87,275,597,2241,24062
2022,2,Mendoza,9.88,35.39,204771,187537,1363,865,2739,64,2295,129894
2022,2,Misiones,6.08,22.31,61355,56191,4084,259,821,1107,4064,142495
2022,2,Neuquén,11.79,39.6,7249,66389,4825,306,970,1114,3743,75772
2022,2,Río Negro,11.07,35.98,82134,75221,5467,347,1099,1405,4567,107552
2022,2,Salta,6.34,26.16,71247,65251,4742,301,953,1465,6050,213618
2022,2,San Juan,9.59,37.64,66631,61024,4435,281,891,469,1840,37356
2022,2,San Luis,6.78,23.69,3302,30241,2198,139,442,906,3165,47129
2022,2,Santa Cruz,7.39,24.82,2774,25406,1846,117,371,1097,3686,42016
2022,2,Santa Fe,14.48,46.06,432487,396087,28788,1826,5786,2091,6649,750117
2022,2,Santiago del Estero,6.44,25.94,53467,48967,3559,226,715,1489,6000,148501
2022,2,Tierra del Fuego,12.46,42.04,18937,17343,1261,80,253,2339,7889,4248
2022,2,Tucumán,9.99,40.34,131703,120618,8767,556,1762,765,3089,132544
2022,3,Buenos Aires,19.48,58.81,3422524,3129178,228867,15056,49423,1675,4960,2998021
2022,3,Capital Federal,54.48,131.46,1675854,1532216,112066,7372,242,2412,5873,743338
2022,3,Catamarca,6.17,24.26,25672,23471,1717,113,371,1236,4858,52274
2022,3,Chaco,5.44,20.36,65662,60034,4391,289,948,99,3706,121771
2022,3,Chubut,11.65,38.01,72311,66114,4835,318,1044,1248,4073,8002
2022,3,Córdoba,12.56,41.03,473176,432619,31642,2082,6833,297,9702,1141181
2022,3,Corrientes,8.03,30.48,90084,82363,6024,396,1301,1189,4517,135711
2022,3,Entre Ríos,11.34,37.92,157377,143888,10524,692,2273,1636,5471,231102
2022,3,Formosa,5.82,22.86,35254,32233,2357,155,509,1105,4342,6801
2022,3,Jujuy,4.68,18.31,36161,33062,2418,159,522,1477,5776,116493
2022,3,La Pampa,19.51,59.23,70038,64035,4684,308,1011,2033,6171,74175
2022,3,La Rioja,6.48,24.33,25538,23349,1708,112,369,599,2249,24224
2022,3,Mendoza,9.88,35.41,197019,180132,13175,867,2845,655,2347,133136
2022,3,Misiones,6.06,22.26,76605,70039,5123,337,1106,1107,4065,142905
2022,3,Neuquén,12.08,40.59,8041,73518,5377,354,1161,1082,3634,73768
2022,3,Río Negro,10.21,33.19,76473,69919,5114,336,1104,1319,4288,101277
2022,3,Salta,6.17,25.47,88052,80505,5888,387,1272,1467,6058,214522
2022,3,San Juan,9.56,37.54,74837,68423,5004,329,1081,492,1932,39324
2022,3,San Luis,6.76,23.62,34431,31481,2302,151,497,908,3172,47371
2022,3,Santa Cruz,5.2,17.46,1908,17444,1276,84,276,1092,3671,42088
2022,3,Santa Fe,13.58,43.19,48092,439699,3216,2116,6945,2111,6715,758933
2022,3,Santiago del Estero,6.4,25.8,62735,57358,4195,276,906,1511,6090,151092
2022,3,Tierra del Fuego,12.39,41.79,21573,19723,1443,95,312,2401,8100,43869
2022,3,Tucumán,9.67,39.03,164158,150088,10977,722,2371,756,3052,131326
